title,chapternumber,eyes,comment,heart,kind,k1,k2,k3,k4,k5,k6,k7,k8,k9,k10,k11,k12,k13,k14,k15,k16
Hậu Cung Của Nữ Đế,295,24224512,12216,82975,Cổ Đại,Comedy,Manhua,Ngôn Tình,,,,,,,,,,,,,
Hoạn Phi Thiên Hạ,174,24059117,4347,123476,Chuyển Sinh,Cổ Đại,Comedy,Comic,Manhua,Ngôn Tình,Romance,Smut,Xuyên Không,,,,,,,,
Ngận Thuần Ngận Ái Muội,372,24009478,3368,30461,Action,Adult,Drama,Harem,Manhua,Martial Arts,Romance,,,,,,,,,,
Đối Kháng Hoa Tâm Chủ Thượng,205,23992236,9093,32227,Drama,Manhua,Ngôn Tình,Romance,,,,,,,,,,,,,
Đô Thị Đỉnh Phong Cao Thủ,285,23942289,2932,49152,Action,Adventure,Manhua,Supernatural,,,,,,,,,,,,,
Nông Nữ Thù Sắc,245,23914622,12399,35114,Cổ Đại,Manhua,Ngôn Tình,Xuyên Không,,,,,,,,,,,,,
Bác Sĩ Sở Cũng Muốn Yêu,267,23799883,15169,22481,Comedy,Harem,Manhua,Romance,Shoujo,,,,,,,,,,,,
Thần Ấn Vương Tọa,258,23794374,5637,60504,Action,Manhua,,,,,,,,,,,,,,,
Chí Tôn Thần Ma,180,23573126,3664,42504,Action,Adventure,Mystery,Xuyên Không,,,,,,,,,,,,,
Tướng Quân Mời Ra Trận,190,23562505,12172,33196,Cổ Đại,Comedy,Manhua,Martial Arts,Ngôn Tình,Romance,,,,,,,,,,,
Chúa Tể Tam Giới,237,23443957,1752,70325,Chuyển Sinh,Manhua,,,,,,,,,,,,,,,
Cẩn thận nữ phụ phản diện đấy,924,23443727,12122,156219,Chuyển Sinh,Drama,Fantasy,Manhwa,Romance,,,,,,,,,,,,
Ma Đạo Tổ Sư- Mao Đoàn Tiểu Kiếm Kiếm,142,23439262,12827,34816,Đam Mỹ,Fantasy,Historical,Horror,Manhua,Soft Yaoi,,,,,,,,,,,
Thần Cấp Thấu Thị,244,23438842,2790,75433,Action,Manhua,Mystery,,,,,,,,,,,,,,
Hệ Thống Chế Tạo Nữ Thần,286,23371437,16576,29988,Comedy,Manhua,Ngôn Tình,Romance,Shoujo,Supernatural,Xuyên Không,,,,,,,,,,
Quyền Bá Thiên Hạ,459,23273900,5762,42717,Action,Adventure,Fantasy,Manhua,Martial Arts,,,,,,,,,,,,
Võ Nghịch Cửu Thiên,238,23135629,1845,38219,Action,Adventure,Manhua,Mystery,Xuyên Không,,,,,,,,,,,,
Ta Là Chiến Thần Vô Song,176,23042571,2567,98697,Action,Manhua,,,,,,,,,,,,,,,
Địa Phủ Khai Phá Thương,236,23019180,1603,44487,Manhua,,,,,,,,,,,,,,,,
Healer báo thù,38,22905532,6528,61746,Action,Adventure,Drama,Ecchi,Fantasy,Harem,Psychological,Shounen,Smut,Tragedy,,,,,,,
Cuộc Chiến Ẩm Thực,3153,22891133,9566,16563,Action,Comedy,Cooking,Harem,Romance,School Life,,,,,,,,,,,
Ta Ở Dị Giới Nuôi Dưỡng Nam Thần: Thần Y Cửu Tiểu Thư,163,22810078,3117,174306,Action,Adventure,Cổ Đại,Fantasy,Manhua,Ngôn Tình,Romance,Xuyên Không,,,,,,,,,
Vạn Tra Triêu Hoàng,223,22580695,7009,127586,Cổ Đại,Comedy,Drama,Manhua,Xuyên Không,,,,,,,,,,,,
Tu Chân Tứ Vạn Niên,300,22507733,2871,33992,Action,Adventure,Fantasy,Manhua,Romance,,,,,,,,,,,,
Vương Tước Tư Hữu Bảo Bối,196,22315542,12373,27802,Comedy,Manhua,Ngôn Tình,Romance,Shoujo,Smut,,,,,,,,,,,
Ác ma đừng hôn tôi,201,22214285,24803,40324,Comedy,Manhua,Ngôn Tình,Romance,,,,,,,,,,,,,
Đồ Đệ Nhà Ta Lại Quải Rồi,233,22182902,8983,93382,Comedy,Manhua,Ngôn Tình,Romance,Shoujo,,,,,,,,,,,,
Một Vạn Tư Thế Công Lược Yêu Nam,186,22148705,8672,33922,Manhua,Ngôn Tình,Romance,Shoujo,Xuyên Không,,,,,,,,,,,,
Thanh Ninh Chi Hạ,496,22118111,15132,30269,Comedy,Manhua,Ngôn Tình,Romance,School Life,Shoujo,,,,,,,,,,,
Chí Tôn Võ Đế,350,22084774,1193,38124,Action,Fantasy,Harem,Manhua,Mystery,,,,,,,,,,,,
Vạn Cổ Đệ Nhất Tế,207,22081217,5371,97442,Chuyển Sinh,Manhua,,,,,,,,,,,,,,,
Sự Trở Lại Của Pháp Sư Vĩ Đại Sau 4000 Năm,117,21974895,6821,123926,Comedy,Manhua,Manhwa,,,,,,,,,,,,,,
Tiểu Thư Bé Bỏng Đáng Yêu!,147,21879334,3827,138866,Comedy,Comic,Doujinshi,Drama,Fantasy,Historical,Manga,Manhwa,Romance,Slice of Life,Tạp chí truyện tranh,,,,,,
Diệu Thủ Cuồng Y,221,21851874,2045,57037,Comedy,Manhua,Romance,School Life,Slice of Life,Supernatural,,,,,,,,,,,
Vết Cắn Ngọt Ngào,70,21667252,11509,32506,Manhua,Ngôn Tình,Romance,Shoujo,Supernatural,,,,,,,,,,,,
Bảy đại ác nhân,346,21572860,9059,17675,Action,Adventure,Comedy,Fantasy,Shounen,,,,,,,,,,,,
Tokita Ouma - Đấu sĩ Atula,236,21515923,1773,7984,Action,Martial Arts,Shounen,,,,,,,,,,,,,,
Linh Nhận Truyền Thuyết,229,21481535,4603,35830,Action,Adventure,Cổ Đại,Drama,Fantasy,Manhua,Martial Arts,Mystery,Romance,Supernatural,,,,,,,
Nữ Thần Giáng Thế,134,21412241,18924,37257,Comedy,Manhwa,Romance,Slice of Life,Webtoon,,,,,,,,,,,,
Đạp Toái Tiên Hà,262,21408082,1043,52822,Action,Adventure,Manhua,Mystery,,,,,,,,,,,,,
Vợ yêu cưới trước sủng sau,180,21404485,11854,53764,Comic,Manhua,Romance,,,,,,,,,,,,,,
Tiên Tôn Lạc Vô Cực,119,21271345,7570,153294,Action,Adventure,Chuyển Sinh,Manhua,,,,,,,,,,,,,
Hộ Hoa Cao Thủ Tại Vườn Trường,284,21143020,1486,47677,Manhua,School Life,Supernatural,,,,,,,,,,,,,,
Trọng Sinh Trở Lại: Sủng Nịch Độc Nhất Vô Nhị,179,21133577,1249,122804,Chuyển Sinh,Manhua,Ngôn Tình,Romance,,,,,,,,,,,,,
Cô Vợ Hợp Đồng Lạnh Lùng Không Dễ Đụng Đâu,195,21118433,12435,76309,Comedy,Manhua,Ngôn Tình,Romance,Shoujo,Smut,,,,,,,,,,,
Võ Động Càn Khôn,164,21084735,5614,73366,Action,Adventure,Manhua,Mystery,,,,,,,,,,,,,
Sủng Phi Của Pharaoh,675,21083391,9303,30194,Action,Comedy,Ngôn Tình,Romance,Xuyên Không,,,,,,,,,,,,
Thương Khung Bảng Chi Thánh Linh Kỷ,298,20980530,2633,49045,Adventure,Fantasy,Manhua,,,,,,,,,,,,,,
Độc Thủ Vu Y,299,20960752,2336,65460,Horror,Manhua,,,,,,,,,,,,,,,
Ta Có Một Sơn Trại,260,20941687,8682,104624,Action,Chuyển Sinh,Fantasy,Manhua,,,,,,,,,,,,,
Thâm Hải Nguy Tình,156,20832268,21706,31068,Manhua,Romance,Shoujo,,,,,,,,,,,,,,
Miền Đất Hứa,1815,20823504,10633,18601,Drama,Mystery,Psychological,Shounen,Supernatural,,,,,,,,,,,,
Kiêu Sủng Y Phi,208,20787243,10548,30850,Cổ Đại,Manhua,Ngôn Tình,Romance,School Life,Xuyên Không,,,,,,,,,,,
Thịnh Thế Điềm Sủng: Cô Vợ nhỏ Đáng yêu của Dịch Thiếu,126,20783588,7695,39964,Drama,Manhua,Ngôn Tình,Romance,,,,,,,,,,,,,
Ma vương thất nghiệp,252,20782054,6656,70777,Adventure,Comedy,Fantasy,Manhua,,,,,,,,,,,,,
Công chúa bé bỏng,92,20760206,6656,168529,Manhwa,Romance,,,,,,,,,,,,,,,
Cửu Dương Thần Vương,237,20622077,2857,32290,Action,Adventure,Manhua,Mystery,,,,,,,,,,,,,
Tổng Tài Hàng Tỉ Quấn Lấy Tôi: Hôn Ước Giá Trên Trời,114,20600863,7527,31172,Comedy,Manhua,Ngôn Tình,Romance,Shoujo,Smut,,,,,,,,,,,
Độc Bộ Thiên Hạ: Đặc Công Thần Y,314,20588258,6775,73626,Drama,Manhua,Romance,,,,,,,,,,,,,,
Trọng Sinh Đại Ngoạn Gia,194,20546061,2109,31710,Action,Chuyển Sinh,Manhua,,,,,,,,,,,,,,
Học Sĩ Tái Sinh,235,20373842,2645,72133,Action,Historical,Manhwa,Shounen,,,,,,,,,,,,,
Komi không thể giao tiếp,344,20273405,4785,46668,Comedy,Comic,One shot,School Life,Shoujo,Shounen,Slice of Life,,,,,,,,,,
Hỗn Độn Đan Thần,245,20254623,870,58248,Action,Fantasy,Manhua,Supernatural,,,,,,,,,,,,,
Thần Cấp Ngư Phu,219,20084976,2596,67457,Action,Adventure,Manhua,Mystery,,,,,,,,,,,,,
Thiên Hạ Đệ Nhất Sủng Phi,178,20070597,1840,37141,Cổ Đại,Manhua,Ngôn Tình,Romance,Shoujo,Tạp chí truyện tranh,,,,,,,,,,,
Thiên Đường Song Song Tại Dị Giới,175,20053125,6702,38262,Action,Adventure,Harem,Manga,Mature,Romance,Smut,,,,,,,,,,
Phượng Hoàng Thác: Chuyên Sủng Khí Thê,250,19991757,5644,65442,Cổ Đại,Manhua,Ngôn Tình,Romance,Shoujo,,,,,,,,,,,,
Friendzone,87,19866627,4604,66279,Comedy,,,,,,,,,,,,,,,,
Baki - Son of Ogre,312,19830162,960,7929,16+,Action,Martial Arts,Shounen,Supernatural,,,,,,,,,,,,
Shuumatsu no Valkyrie,59,19768585,10890,118699,Action,Historical,Martial Arts,Seinen,Supernatural,,,,,,,,,,,,
Tối Cường Thần Y Tại Đô Thị,261,19729352,1935,62180,Action,Comedy,Harem,Manhua,,,,,,,,,,,,,
Vua Thăng Cấp,113,19580094,8186,122995,Action,Adventure,Comedy,Fantasy,Manhua,Manhwa,Martial Arts,Mystery,Romance,Shounen,,,,,,,
Tà Vương Phúc Hắc Sủng Nhập Cốt,174,19475713,7324,72960,Cổ Đại,Manhua,Ngôn Tình,Xuyên Không,,,,,,,,,,,,,
Kết Cục Của Nhân Vật Phản Diện Chỉ Có Thể Là Cái Chết,85,19467708,6613,248315,Cổ Đại,Drama,Fantasy,Manhwa,Mystery,Xuyên Không,,,,,,,,,,,
Ta Là Vua Pháp Sư,141,19419971,4138,55620,Action,Adventure,Anime,,,,,,,,,,,,,,
Cưng Chiều Vợ Cũ: Lão Bà Đại Nhân Thật Mê Người,105,18938858,33343,25416,Comedy,Manhua,Ngôn Tình,Romance,Shoujo,,,,,,,,,,,,
Người Tu Tiên Tại Đô Thị,177,18820110,3228,68674,Chuyển Sinh,Manhua,,,,,,,,,,,,,,,
Vách tường có nam thần: Cưỡng ép yêu 100 ngày,122,18813340,7100,16636,Manhua,Ngôn Tình,Romance,Shoujo,,,,,,,,,,,,,
Dịch Vụ Thuê Bạn Gái,225,18772849,14666,49120,Ecchi,Manga,Romance,School Life,Slice of Life,,,,,,,,,,,,
Ta Có Năm Đại Lão Ba Ba,194,18610541,6715,152508,Comedy,Manhua,Ngôn Tình,Shoujo,,,,,,,,,,,,,
Vạn Cổ Kiếm Thần,182,18609680,4368,78190,Action,Adventure,Manhua,Mystery,,,,,,,,,,,,,
Đế Thiếu Chuyên Sủng Hắc Đạo Thê,262,18604565,2263,33148,Manhua,Ngôn Tình,Shoujo,,,,,,,,,,,,,,
Thần Chết Ichigo,686,18588073,578,8878,Action,Adventure,Comedy,Fantasy,Shounen,Supernatural,,,,,,,,,,,
Horimiya,121,18497947,2153,37290,Comedy,Manga,Romance,School Life,,,,,,,,,,,,,
"Man Thê Hữu Độc, Phúc Hắc Lão Công Sủng Thượng Thiên",220,18483890,14305,18091,Comedy,Manhua,Ngôn Tình,Romance,Shoujo,,,,,,,,,,,,
Hồi Sinh Thế Giới,231,18478654,5613,49736,Action,Manga,Shounen,Supernatural,,,,,,,,,,,,,
Dụ Hoặc Miêu Yêu,209,18380621,16740,21457,Manhua,Ngôn Tình,Romance,Shoujo,Supernatural,,,,,,,,,,,,
Kattobi Itto - Đường Dẫn Đến Khung Thành Bộ 1,166,18373311,278,4986,Action,Comedy,Shounen,Sports,,,,,,,,,,,,,
Loạn Thế Tù Sủng: Thiếu Soái Bất Lương Của Ta,82,18335895,10042,45575,Drama,Manhua,Ngôn Tình,Romance,Shoujo,,,,,,,,,,,,
Tình Nhân Khế Ước Của Tổng Tài,120,18294602,7475,20408,Comedy,Drama,Manhua,Ngôn Tình,Romance,Shoujo,Smut,,,,,,,,,,
Tôi bị idol chuyện không thể tả,125,18238089,14177,18357,Comedy,Manhua,Ngôn Tình,Romance,Shoujo,,,,,,,,,,,,
Băng Sơn Thủ Tế,210,18195645,7257,23272,Comedy,Drama,Harem,Manhua,Ngôn Tình,Romance,Shoujo,,,,,,,,,,
Ta Tu Có Lẽ Là Giả Tiên,234,18131259,2876,55047,Adventure,Comedy,Fantasy,Manhua,Supernatural,Xuyên Không,,,,,,,,,,,
Trọng Sinh Địa Cầu Tiên Tôn,140,18106219,2947,102302,Action,Adventure,Anime,Manhua,,,,,,,,,,,,,
Thế Giới Tiên Hiệp,207,18072631,2117,22183,Adventure,Fantasy,Harem,Manga,Mystery,,,,,,,,,,,,
Kiếm Thần Tuyệt Thế,224,18010381,2102,33293,Action,Adventure,Chuyển Sinh,Manhua,Mystery,Xuyên Không,,,,,,,,,,,
Dưỡng Địch Vi Hoạn,171,18000729,2292,98446,Drama,Manhua,Ngôn Tình,Romance,Xuyên Không,,,,,,,,,,,,
Cận Kề Tiếp Xúc,126,17934707,12570,23539,Đam Mỹ,Manhua,School Life,,,,,,,,,,,,,,
Cửa Hàng Đào Bảo Thông Tam Giới,264,17934447,2723,46779,Manhua,,,,,,,,,,,,,,,,
Thánh Khư,162,17827991,6009,70843,Action,Chuyển Sinh,Manhua,Mystery,,,,,,,,,,,,,
Liệt Hỏa Cuồng Phi: Vương Gia Thú Tính Muốn Sủng,131,17789807,10481,63535,Cổ Đại,Drama,Harem,Manhua,Romance,,,,,,,,,,,,
Tận diệt vương gia mãn triều,163,17702047,10457,21189,Comic,Fantasy,Historical,Manhua,,,,,,,,,,,,,
Dục huyết Thương hậu,186,17689138,10552,31997,Cổ Đại,Manhua,Ngôn Tình,Romance,,,,,,,,,,,,,
Tuyệt Phẩm Y Thánh,224,17677187,1536,51626,Manhua,Martial Arts,,,,,,,,,,,,,,,
Hoa nhan sách,218,17580739,9369,31564,Cổ Đại,Comedy,Manhua,Ngôn Tình,Romance,Shoujo,,,,,,,,,,,
Xuyên Duyệt Tây Nguyên 3000,2723,17527992,12126,20005,Comedy,Manhua,Romance,Xuyên Không,,,,,,,,,,,,,
Thợ Rèn Huyền Thoại,117,17514737,11427,137217,Action,Comic,Fantasy,Manhwa,Supernatural,Webtoon,,,,,,,,,,,
Tế Phẩm Tân Nương Của Tổng Tài Ác Ma,132,17474272,6469,32428,Comedy,Drama,Manhua,Ngôn Tình,Romance,Shoujo,Smut,,,,,,,,,,
"Cuồng nhiệt boss, sủng thê xin kiềm chế",127,17306856,4938,55716,Comedy,Manhua,Ngôn Tình,,,,,,,,,,,,,,
Khuynh Thành Cuồng Phi Của Tà Vương,173,17232000,7925,38011,Cổ Đại,Manhua,Ngôn Tình,,,,,,,,,,,,,,
Sứ Đồ Vô Hạn và 12 Chiến Cơ,213,17210161,3761,67903,Action,Adventure,Comedy,Manhua,,,,,,,,,,,,,
Hội Pháp Sư Nổi Tiếng,545,17167301,1653,10157,Action,Adventure,Comedy,Drama,Fantasy,Shounen,Supernatural,,,,,,,,,,
Tinh Linh Ám Đế,176,17143942,6193,95824,Action,Fantasy,Manhua,,,,,,,,,,,,,,
Tân Tác Long Hổ Môn,11372,17109415,3362,9284,Action,Manhua,Martial Arts,,,,,,,,,,,,,,
Hoàng phi 9000 tuổi,105,17060533,14200,55944,Cổ Đại,Comedy,Manhua,Ngôn Tình,Romance,,,,,,,,,,,,
Toàn Cầu Cao Võ,140,17052463,3353,85207,Action,Adventure,Manhua,Martial Arts,,,,,,,,,,,,,
Con Gái Bảo Bối Của Ma Vương,147,17034972,7562,98485,Action,Comedy,Manhua,Mystery,Xuyên Không,,,,,,,,,,,,
Danh Môn Thiên Hậu,208,17002614,6530,19852,Comedy,Manhua,Ngôn Tình,Romance,Smut,,,,,,,,,,,,
Đêm Ngày Không Dứt,99,16936614,4854,78226,Fantasy,Manhua,,,,,,,,,,,,,,,
Đế Hào Lão Công Thật Ngông Cuồng,82,16882369,13678,19359,Comedy,Ngôn Tình,Romance,Shoujo,Smut,,,,,,,,,,,,
Rich Player - Người Chơi Khắc Kim,235,16846822,1916,33434,Manhua,Mystery,,,,,,,,,,,,,,,
Bá Đạo Tổng Tài Yêu Tôi,210,16729758,5346,25443,Comedy,Manhua,Ngôn Tình,Romance,Shoujo,Smut,,,,,,,,,,,
Ta Là Phế Vật,216,16721223,2689,24587,Action,Manhua,Mystery,Xuyên Không,,,,,,,,,,,,,
Cực Phẩm Manh Nương Thật Uy Vũ,133,16686348,14995,18632,Comedy,Drama,Manhua,Ngôn Tình,Romance,Shoujo,,,,,,,,,,,
Trọng Sinh Ta Là Đại Thiên Thần,145,16666085,1647,85915,Action,Adventure,Chuyển Sinh,Manhua,Xuyên Không,,,,,,,,,,,,
Mami Mau Chạy - Daddy Đuổi Tới Rồi,95,16597479,4129,55873,Manhua,Romance,Shoujo,,,,,,,,,,,,,,
Lời Nguyền Lâu Lan: Bạo Quân Hung Ác Sủng Ái Ta,159,16514630,8067,27357,Cổ Đại,Comedy,Drama,Manhua,Mystery,Ngôn Tình,Romance,Shoujo,,,,,,,,,
Kích Trụy Vương huyền thoại,79,16443913,8510,40484,Action,Adventure,Comedy,Fantasy,Historical,Martial Arts,Mystery,Psychological,Shounen,Supernatural,,,,,,,
Trọng Sinh Để Ngủ Với Ảnh Đế,235,16372047,5034,22327,Comedy,Manhua,Ngôn Tình,Romance,Shoujo,Supernatural,,,,,,,,,,,
Nhặt Được Hoa Khôi Về Làm Vợ,2632,16367887,1072,49319,Action,Comic,Manhua,School Life,,,,,,,,,,,,,
Bạn Học Của Tôi Là Lính Đánh Thuê,74,16315263,14337,175311,Action,Adventure,Manhwa,School Life,Webtoon,,,,,,,,,,,,
Hoàn Mỹ Lão Công Tiến Hóa Luân,150,16305306,9890,27309,Comic,Drama,Manhua,Ngôn Tình,Romance,Smut,,,,,,,,,,,
Huynh khống công tước gả không được,1112,16202891,7566,29622,Comedy,Manhua,Ngôn Tình,Romance,Shoujo,,,,,,,,,,,,
Thương Nguyên Đồ,218,16125425,3080,68937,Cổ Đại,Manhua,Martial Arts,,,,,,,,,,,,,,
Chiến Đỉnh,328,16075913,948,39957,Action,Manhua,Mystery,,,,,,,,,,,,,,
Trọng Sinh Chi Hao Môn Cường Thế Quy Lai,158,16058327,9114,22489,Comedy,Manhua,Ngôn Tình,Romance,Shoujo,Supernatural,,,,,,,,,,,
Minamoto-kun Monogatari,359,15999083,3482,14289,Comedy,Ecchi,Harem,Romance,Seinen,,,,,,,,,,,,
Võng Du Chi Cận Chiến Pháp Sư,4032,15955821,2257,55104,Action,Fantasy,Manhua,Mystery,,,,,,,,,,,,,
Quyến rũ papa của nhân vật phản diện,84,15887105,2854,143686,Comedy,Fantasy,Romance,,,,,,,,,,,,,,
Vết Cắn Ngọt Ngào 2,585,15872901,26678,28813,Drama,Manhua,Ngôn Tình,Romance,Shoujo,,,,,,,,,,,,
Thế Giới Hoàn Mỹ,201,15755189,5624,56967,Action,Manhua,Mystery,,,,,,,,,,,,,,
Từ chối kết hôn với đại gia: cô dâu bỏ trốn,165,15733379,2858,23020,Harem,Manhua,Romance,,,,,,,,,,,,,,
Tối Cường Phản Phái Hệ Thống,228,15678118,1818,63761,Action,Manhua,Mystery,,,,,,,,,,,,,,
Tôi Bị Tổng Tài Ám Hại,162,15641881,17609,21275,Manhua,Ngôn Tình,Romance,Shoujo,,,,,,,,,,,,,
Hoàng Hậu Tái Hôn,105,15504855,11249,124973,Drama,Fantasy,Josei,Manhwa,Romance,,,,,,,,,,,,
Hôn Nhân Dục Vọng: Thiếu Gia Nhẹ Một Chút!,157,15347277,6236,23124,Manhua,Ngôn Tình,,,,,,,,,,,,,,,
Hướng Tới Ánh Mặt Trời,87,15302355,6406,26839,Comedy,Manhua,Ngôn Tình,Romance,School Life,Shoujo,Thiếu Nhi,,,,,,,,,,
Tối Cường Khí Thiếu,180,15274999,1419,22830,Fantasy,Manhua,Mystery,School Life,,,,,,,,,,,,,
Tối Cường Vận Đào Hoa,267,15228102,2122,48846,Action,Fantasy,Manhua,,,,,,,,,,,,,,
Chúng ta không thể học,187,15206973,20528,24505,Comedy,Harem,Romance,School Life,,,,,,,,,,,,,
Ông Bố Đơn Thân Hàng Tỷ,178,15206873,3892,17285,Comedy,Đam Mỹ,Manhua,Shounen Ai,,,,,,,,,,,,,
Ái Thượng Vô Địch Tiếu Hoàng Hậu,160,15135808,6940,29483,Harem,Manhua,Ngôn Tình,Xuyên Không,,,,,,,,,,,,,
Thiên Đạo Đồ Thư Quán,154,15012838,3245,85762,Action,Manhua,Mystery,,,,,,,,,,,,,,
Nam thần truy thê chỉ nam,1262,15012632,7173,41764,Comedy,Manhua,Ngôn Tình,Romance,Shoujo,,,,,,,,,,,,
Thần Hồn Võ Đế,183,14998297,1125,72768,Cổ Đại,Manhua,,,,,,,,,,,,,,,
Thợ Săn Ẩm Thực,396,14978941,310,6658,Action,Fantasy,Mature,Romance,Shounen,Supernatural,,,,,,,,,,,
Vừa Chơi Đã Có Tài Khoản Vương Giả,121,14931841,3929,116396,Chuyển Sinh,Fantasy,Manhua,,,,,,,,,,,,,,
Wechat Siêu Cấp,173,14929785,930,26776,Adventure,Manhua,Supernatural,Webtoon,,,,,,,,,,,,,
Sinh Hoạt Của Võ Đế Sau Khi Ẩn Cư,141,14903013,5222,105749,Comedy,Manhua,Xuyên Không,,,,,,,,,,,,,,
Chú Thuật Hồi Chiến,175,14832547,2005,61429,Action,Fantasy,Shounen,Supernatural,,,,,,,,,,,,,
Chí Tôn Trọng Sinh,210,14825364,997,53921,Chuyển Sinh,Fantasy,Manhua,,,,,,,,,,,,,,
Mạt Thế Phàm Nhân,168,14812549,2265,31371,Action,Drama,Horror,Manhua,Shounen,Supernatural,,,,,,,,,,,
Tái Sinh Thành Nhện,114,14806812,6897,74503,Action,Adventure,Comedy,Fantasy,Manga,Mature,Supernatural,,,,,,,,,,
Huyễn Thú Vương,287,14782482,2582,17952,Action,Fantasy,Manhua,,,,,,,,,,,,,,
Cao Đẳng Linh Hồn,145,14749935,1664,49920,Action,Manhua,,,,,,,,,,,,,,,
Bạn Gái Chung Nhà,2765,14749281,7317,14557,Harem,Manga,Mature,Romance,School Life,Shounen,,,,,,,,,,,
Bậc Thầy Kiếm Sư,92,14725376,8954,80592,Action,Drama,Manhwa,,,,,,,,,,,,,,
Toàn trí độc giả,97,14717517,6521,120442,Action,Fantasy,Manhwa,Webtoon,,,,,,,,,,,,,
Dragon Ball - Bảy Viên Ngọc Rồng,5205,14680989,219,4055,Action,Adventure,Comedy,Fantasy,Martial Arts,Shounen,Supernatural,,,,,,,,,,
Kỵ Sĩ Hoang Tưởng Dạ,168,14658770,6756,15933,Comedy,Manhua,Romance,Xuyên Không,,,,,,,,,,,,,
Thiên Thần Quyết,139,14656240,762,36253,Adventure,Fantasy,Manhua,Martial Arts,Webtoon,,,,,,,,,,,,
Phục Thiên Thánh Chủ,224,14474339,1485,54568,Action,Adventure,Manhua,,,,,,,,,,,,,,
Lang Hoàn Thư Viện,246,14445588,2647,31223,Manhua,,,,,,,,,,,,,,,,
Lượm Được 1 Tiểu Hồ Ly,82,14425026,3104,17351,Comedy,Fantasy,Historical,Manhwa,Mystery,Ngôn Tình,School Life,Shoujo,,,,,,,,,
Ác nữ hoàng hậu,130,14420490,17728,29003,Historical,Manhua,Romance,,,,,,,,,,,,,,
Liệt Ái Tri Hạ: Series Mật Đào Tiểu Tình Nhân,274,14411994,5221,18893,Comedy,Manhua,Ngôn Tình,Romance,Shoujo,Smut,,,,,,,,,,,
Đại Tượng Vô Hình,194,14375740,2926,60743,Action,Adventure,Drama,Fantasy,Horror,Manhua,Mystery,Supernatural,Webtoon,,,,,,,,
Chuyện tình tuổi học trò,162,14372557,3292,28716,Comedy,Manhwa,Ngôn Tình,Romance,School Life,Shoujo,Slice of Life,Soft Yuri,,,,,,,,,
Vú Em Là Cổ Tiên,185,14353210,1197,37965,Action,Manhua,,,,,,,,,,,,,,,
Đô Thị Chí Tôn,170,14315811,781,45141,Manhua,Mystery,,,,,,,,,,,,,,,
Tôi Muốn Trở Thành Tiểu Thư Công Tước Phế Vật,190,14302464,6773,81521,Cổ Đại,Comedy,Manhua,Romance,Shoujo,Xuyên Không,,,,,,,,,,,
Ta Bị Nhốt Tại Cùng Một Ngày Mười Vạn Năm,116,14245761,4494,111889,Action,Adventure,Chuyển Sinh,Manhua,,,,,,,,,,,,,
Naruto - Cửu Vĩ Hồ Ly,7005,14203791,425,6299,Action,Comedy,Drama,Fantasy,Shounen,,,,,,,,,,,,
Ta Nhặt Được Thuộc Tính Tại Tu Chân Giới,208,14179327,4438,68488,Action,Manhua,,,,,,,,,,,,,,,
Lượm Được Một Tiểu Hồ Ly 2,97,14169162,13793,20856,Comedy,Manhua,Ngôn Tình,Romance,Shoujo,Supernatural,,,,,,,,,,,
Ma tôn tái thế,116,14133999,2676,66795,Action,Manhwa,School Life,,,,,,,,,,,,,,
Ma Tôn Muốn Ôm Ôm,84,14114344,9857,42440,Cổ Đại,Đam Mỹ,Manhua,,,,,,,,,,,,,,
Cách chiến thắng trận đấu,123,14099380,6516,83127,Action,Comic,Manhwa,Slice of Life,Webtoon,,,,,,,,,,,,
Sinh đôi xuyên không,97,14098668,3364,138298,Comedy,Manhwa,Romance,Xuyên Không,,,,,,,,,,,,,
"Lang Quân, Xin Đừng!",78,14079826,5178,30845,Comic,Đam Mỹ,Drama,Ecchi,Harem,Manhua,Romance,Smut,Soft Yaoi,Supernatural,,,,,,,
Nam Thần Quốc Dân Quấn Lấy Tôi,249,13976353,2395,19467,Manhua,Romance,Tạp chí truyện tranh,,,,,,,,,,,,,,
Tiên Ma Đồng Tu,203,13938851,1222,33677,Manhua,Mystery,,,,,,,,,,,,,,,
Phong Quỷ Truyền Thuyết,221,13886058,2075,16149,Action,Manhua,Supernatural,,,,,,,,,,,,,,
Vương Gia Là Đầu Đại Lão Hổ,135,13858933,5905,38203,Cổ Đại,Manhua,Ngôn Tình,Xuyên Không,,,,,,,,,,,,,
Tôi thăng cấp một mình - Truyện chữ,270,13849428,2877,8679,Action,Adventure,Manhwa,Shounen,,,,,,,,,,,,,
Cuồng Nữ Trọng Sinh - Hoàn Khố Thất Hoàng Phi,115,13818991,7770,27121,Cổ Đại,Manhua,Mystery,Shoujo,,,,,,,,,,,,,
Tiên Nghịch,167,13713647,2337,26230,Action,Adventure,Martial Arts,Mystery,,,,,,,,,,,,,
Quốc Vương Vạn Tuế,126,13680132,6537,31804,Adventure,Fantasy,Manhua,Martial Arts,Mystery,Xuyên Không,,,,,,,,,,,
Nghịch Thiên Chí Tôn,153,13632142,1977,71766,Adventure,Chuyển Sinh,Mystery,Supernatural,,,,,,,,,,,,,
Quái vật tại Chung Cư Xanh,140,13613351,4612,17874,Adult,Drama,Fantasy,Horror,Manhwa,Mature,Psychological,Sci-fi,Slice of Life,Tragedy,Webtoon,,,,,,
